ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
45809,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,386.55,NA,,,,,,,,,01.11.2004,"TUMOUR OR DEEP CYST (other than a cyst associated with a tooth or tooth fragment unless it has been established by radiological examination that there is a minimum of 5mm separation between the cyst lining and tooth structure or where a tumour or cyst has been proven by positive histopathology), in the oral and maxillofacial region, removal of, requiring wide excision, not being a service to which another item in this Subgroup applies (Anaes.) (Assist.)
",,,NA,NA,289.95,328.60,Y
45811,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,522.60,NA,,,,,,,,,01.11.2004,"TUMOUR, in the oral and maxillofacial region, removal of, from soft tissue (including muscle, fascia and connective tissue), extensive excision of, without skin or mucosal graft (Anaes.) (Assist.)
",,,NA,NA,391.95,444.25,Y
45813,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,611.40,NA,,,,,,,,,01.11.2004,"TUMOUR, in the oral and maxillofacial region, removal of, from soft tissue (including muscle, fascia and connective tissue), extensive excision of, with skin or mucosal graft (Anaes.) (Assist.)
",,,NA,NA,458.55,523.50,Y
45815,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,370.80,NA,,,,,,,,,01.11.2004,"OPERATION ON MANDIBLE OR MAXILLA (other than alveolar margins) for chronic osteomyelitis - 1 bone or in combination with adjoining bones (Anaes.) (Assist.)
",,,NA,NA,278.10,315.20,Y
45817,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,483.35,NA,,,,,,,,,01.11.2004,"OPERATION on SKULL for OSTEOMYELITIS (Anaes.) (Assist.)
",,,NA,NA,362.55,410.85,Y
45819,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,611.35,NA,,,,,,,,,01.11.2004,"OPERATION ON ANY COMBINATION OF ADJOINING BONES IN THE ORAL AND MAXILLOFACIAL REGION, being bones referred to in item 45817 (Anaes.) (Assist.)
",,,NA,NA,458.55,523.45,Y
45821,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,396.25,NA,,,,,,,,,01.11.2004,"BONE GROWTH STIMULATOR IN THE ORAL AND MAXILLOFACIAL REGION, insertion of (Anaes.) (Assist.)
",,,NA,NA,297.20,336.85,Y
45823,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,A,01.05.2016,01.07.2021,113.30,NA,,,,,,,,,01.11.2004,"ARCH BARS, 1 or more, which were inserted for dental fixation purposes to the maxilla or mandible, removal of, requiring general anaesthesia where undertaken in the operating theatre of a hospital (Anaes.)
",,,NA,NA,85.00,NA,Y
45825,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,352.05,NA,,,,,,,,,01.11.2004,"MANDIBULAR OR PALATAL EXOSTOSIS, excision of (Anaes.) (Assist.)
",,,NA,NA,264.05,299.25,Y
45827,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,336.50,NA,,,,,,,,,01.11.2004,"MYLOHYOID RIDGE, reduction of (Anaes.) (Assist.)
",,,NA,NA,252.40,286.05,Y
45829,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,256.70,NA,,,,,,,,,01.11.2004,"MAXILLARY TUBEROSITY, reduction of (Anaes.)
",,,NA,NA,192.55,218.20,Y
45831,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,336.50,NA,,,,,,,,,01.11.2004,"PAPILLARY HYPERPLASIA OF THE PALATE, removal of - less than 5 lesions (Anaes.) (Assist.)
",,,NA,NA,252.40,286.05,Y
45833,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,422.50,NA,,,,,,,,,01.11.2004,"PAPILLARY HYPERPLASIA OF THE PALATE, removal of - 5 to 20 lesions (Anaes.) (Assist.)
",,,NA,NA,316.90,359.15,Y
45835,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,524.30,NA,,,,,,,,,01.11.2004,"PAPILLARY HYPERPLASIA OF THE PALATE, removal of - more than 20 lesions (Anaes.) (Assist.)
",,,NA,NA,393.25,445.70,Y
45837,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,610.30,NA,,,,,,,,,01.11.2004,"VESTIBULOPLASTY, submucosal or open, including excision of muscle and skin or mucosal graft when performed - unilateral or bilateral (Anaes.) (Assist.)
",,,NA,NA,457.75,522.40,Y
45839,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,610.30,NA,,,,,,,,,01.11.2004,"FLOOR OF MOUTH LOWERING (Obwegeser or similar procedure), including excision of muscle and skin or mucosal graft when performed - unilateral (Anaes.) (Assist.)
",,,NA,NA,457.75,522.40,Y
45841,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,492.85,NA,,,,,,,,,01.11.2004,"ALVEOLAR RIDGE AUGMENTATION with bone or alloplast or both - unilateral (Anaes.) (Assist.)
",,,NA,NA,369.65,418.95,Y
45843,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,302.30,NA,,,,,,,,,01.11.2004,"ALVEOLAR RIDGE AUGMENTATION - unilateral, insertion of tissue expanding device into maxillary or mandibular alveolar ridge region for (Anaes.) (Assist.)
",,,NA,NA,226.75,257.00,Y
45845,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,524.30,NA,,,,,,,,,01.11.2004,"OSSEO-INTEGRATION PROCEDURE - intra-oral implantation of titanium fixture to facilitate restoration of the dentition following resection of part of the maxilla or mandible for benign or malignant tumours (Anaes.)
",,,NA,NA,393.25,445.70,Y
45847,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,194.10,NA,,,,,,,,,01.11.2004,"OSSEO-INTEGRATION PROCEDURE - fixation of transmucosal abutment to fixtures placed following resection of part of the maxilla or mandible for benign or malignant tumours (Anaes.)
",,,NA,NA,145.60,165.00,Y
45849,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,604.45,NA,,,,,,,,,01.11.2004,"MAXILLARY SINUS, BONE GRAFT to floor of maxillary sinus following elevation of mucosal lining (sinus lift procedure), (unilateral) (Anaes.) (Assist.)
",,,NA,NA,453.35,516.55,Y
45851,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,A,01.05.2016,01.07.2021,148.80,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT, manipulation of, performed in the operating theatre of a hospital, not being a service associated with a service to which another item in this Subgroup applies (Anaes.)
",,,NA,NA,111.60,NA,Y
45853,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,926.95,NA,,,,,,,,,01.11.2004,"ABSENT CONDYLE and ASCENDING RAMUS in hemifacial microsomia, construction of, not including harvesting of graft material (Anaes.) (Assist.)
",,,NA,NA,695.25,839.05,Y
45855,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,425.30,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT, arthroscopy of, with or without biopsy, not being a service associated with any other arthroscopic procedure of that joint (Anaes.) (Assist.)
",,,NA,NA,319.00,361.55,Y
45857,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,680.25,NA,,,,,,,,,01.05.2009,"TEMPOROMANDIBULAR JOINT, arthroscopy of, removal of loose bodies, debridement, or treatment of adhesions - 1 or more such procedure of that joint, not being a service associated with any other arthroscopic procedure of the temporomandibular joint (Anaes.) (Assist.)
",,,NA,NA,510.20,592.35,Y
45859,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,342.90,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT, arthrotomy of, not being a service to which another item in this Subgroup applies (Anaes.) (Assist.)
",,,NA,NA,257.20,291.50,Y
45861,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,907.65,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT, open surgical exploration of, with or without microsurgical techniques (Anaes.) (Assist.)
",,,NA,NA,680.75,819.75,Y
45863,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,1006.15,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT, open surgical exploration of, with condylectomy or condylotomy, with or without microsurgical techniques (Anaes.) (Assist.)
",,,NA,NA,754.65,918.25,Y
45865,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,302.30,NA,,,,,,,,,01.11.2004,"ARTHROCENTESIS, irrigation of temporomandibular joint after insertion of 2 cannuli into the appropriate joint space(s) (Anaes.) (Assist.)
",,,NA,NA,226.75,257.00,Y
45867,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,324.95,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT, synovectomy of, not being a service to which another item in this Subgroup applies (Anaes.) (Assist.)
",,,NA,NA,243.75,276.25,Y
45869,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,1236.35,NA,,,,,,,,,01.11.2006,"TEMPOROMANDIBULAR JOINT, open surgical exploration of, with or without meniscus or capsular surgery, including partial or total meniscectomy when performed, with or without microsurgical techniques (Anaes.) (Assist.)
",,,NA,NA,927.30,1148.45,Y
45871,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,1392.65,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT, open surgical exploration of, with meniscus, capsular and condylar head surgery, with or without microsurgical techniques (Anaes.) (Assist.)
",,,NA,NA,1044.50,1304.75,Y
45873,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,1564.95,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT, surgery of, involving procedures to which items 45863, 45867, 45869 and 45871 apply and also involving the use of tissue flaps, or cartilage graft, or allograft implants, with or without microsurgical techniques (Anaes.) (Assist.)
",,,NA,NA,1173.75,1477.05,Y
45875,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,489.75,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT, stabilisation of, involving 1 or more of: repair of capsule, repair of ligament or internal fixation, not being a service to which another item in this Subgroup applies (Anaes.) (Assist.)
",,,NA,NA,367.35,416.30,Y
45877,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,489.75,NA,,,,,,,,,01.05.2009,"TEMPOROMANDIBULAR JOINT, arthrodesis of, with synovectomy if performed, not being a service to which another item in this Subgroup applies (Anaes.) (Assist.)
",,,NA,NA,367.35,416.30,Y
45879,,01.11.2004,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2004,01.07.2021,324.95,NA,,,,,,,,,01.11.2004,"TEMPOROMANDIBULAR JOINT OR JOINTS, application of external fixator to, other than for treatment of fractures (Anaes.) (Assist.)
",,,NA,NA,243.75,276.25,Y
45882,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,44.75,NA,,,,,,,,,01.11.2007,"The treatment of a premalignant lesion of the oral mucosa by a treatment using cryotherapy, diathermy or carbon dioxide laser.
",,,NA,NA,33.60,38.05,NA
45885,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,461.65,NA,,,,,,,,,01.11.2007,"Facial, mandibular or lingual artery or vein or artery and vein, ligation of, not being a service to which item 41707 applies (Anaes.) (Assist.)
",,,NA,NA,346.25,392.45,Y
45888,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,430.30,NA,,,,,,,,,01.11.2007,"FOREIGN BODY, in the oral and maxillofacial region, deep, removal of using interventional imaging techniques (Anaes.) (Assist.)
",,,NA,NA,322.75,365.80,Y
45891,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,626.90,NA,,,,,,,,,01.11.2007,"SINGLE-STAGE LOCAL FLAP where indicated, repair to 1 defect, using temporalis muscle (Anaes.) (Assist.)
",,,NA,NA,470.20,539.00,Y
45894,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,213.00,NA,,,,,,,,,01.11.2007,"FREE GRAFTING, in the oral and maxillofacial region, (mucosa or split skin) of a granulating area (Anaes.)
",,,NA,NA,159.75,181.05,Y
45897,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,1112.40,NA,,,,,,,,,01.11.2007,"ALVEOLAR CLEFT (congenital) unilateral, grafting of, including plastic closure of associated oro-nasal fistulae and ridge augmentation (Anaes.) (Assist.)
",,,NA,NA,834.30,1024.50,Y
45900,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,250.90,NA,,,,,,,,,01.11.2007,"MANDIBLE, fixation by intermaxillary wiring, excluding wiring for obesity
",,,NA,NA,188.20,213.30,NA
45939,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,465.20,NA,,,,,,,,,01.11.2007,"PERIPHERAL BRANCHES OF THE TRIGEMINAL NERVE, cryosurgery of, for pain relief (Anaes.) (Assist.)
",,,NA,NA,348.90,395.45,Y
45945,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,123.50,NA,,,,,,,,,01.11.2007,"MANDIBLE, treatment of a dislocation of, requiring open reduction (Anaes.)
",,,NA,NA,92.65,105.00,Y
45975,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,134.40,NA,,,,,,,,,01.11.2007,"MAXILLA, unilateral or bilateral, treatment of fracture of, not requiring splinting
",,,NA,NA,100.80,114.25,NA
45978,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,164.25,NA,,,,,,,,,01.11.2007,"MANDIBLE, treatment of fracture of, not requiring splinting
",,,NA,NA,123.20,139.65,NA
45981,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,89.10,NA,,,,,,,,,01.11.2007,"ZYGOMATIC BONE, treatment of fracture of, not requiring surgical reduction
",,,NA,NA,66.85,75.75,NA
45984,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,641.60,NA,,,,,,,,,01.11.2007,"MAXILLA, treatment of a complicated fracture of, involving viscera, blood vessels or nerves requiring open reduction not involving plate(s) (Anaes.) (Assist.)
",,,NA,NA,481.20,553.70,Y
45987,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,641.60,NA,,,,,,,,,01.11.2007,"MANDIBLE, treatment of a complicated fracture of, involving viscera, blood vessels or nerves, requiring open reduction not involving plate(s) (Anaes.) (Assist.)
",,,NA,NA,481.20,553.70,Y
45990,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,876.40,NA,,,,,,,,,01.11.2007,"MAXILLA, treatment of a complicated fracture of, involving viscera, blood vessels or nerves requiring open reduction involving the use of plate(s) (Anaes.) (Assist.)
",,,NA,NA,657.30,788.50,Y
45993,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,876.40,NA,,,,,,,,,01.11.2007,"MANDIBLE, treatment of a complicated fracture of, involving viscera, blood vessels or nerves, requiring open reduction involving the use of plate(s) (Anaes.) (Assist.)
",,,NA,NA,657.30,788.50,Y
45996,,01.11.2007,,3,T8,13,5,S,N,,N,N,N,N,N,N,N,C,01.11.2007,01.07.2021,248.45,NA,,,,,,,,,01.11.2007,"MANDIBLE, treatment of a closed fracture of, involving a joint surface (Anaes.)
",,,NA,NA,186.35,211.20,Y
46300,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,422.55,NA,,,,,,,,,01.07.2021,"Arthrodesis of interphalangeal or metacarpophalangeal joint of hand, including either or both of the following (if performed): (a) joint debridement; (b) synovectomy —one joint (H) (Anaes.) (Assist.)
",,,NA,NA,316.95,NA,Y
46303,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,547.85,NA,,,,,,,,,01.07.2021,"Arthrodesis of carpometacarpal joint of hand, including either or both of the following (if performed): (a) joint debridement; (b) synovectomy —one joint (H) (Anaes.) (Assist.)
",,,NA,NA,410.90,NA,Y
46308,,01.07.2021,,3,T8,14,,S,N,,N,N,N,N,N,N,N,C,01.07.2021,01.07.2021,547.80,NA,,,,,,,,,01.07.2021,"Volar plate or soft tissue interposition arthroplasty of interphalangeal or metacarpophalangeal joint of hand, including either or both of the following (if performed): (a) realignment procedures; (b) tendon transfer —one joint (Anaes.) (Assist.)
",,,NA,NA,410.85,465.65,Y
46309,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,547.80,NA,,,,,,,,,01.07.2021,"Prosthetic replacement arthroplasty or hemiarthroplasty of interphalangeal or metacarpophalangeal joint of hand, including any of the following (if performed): (a) ligament reconstruction; (b) ligament realignment; (c) synovectomy; (d) tendon transfer —one joint (H) (Anaes.) (Assist.)
",,,NA,NA,410.85,NA,Y
46312,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,704.40,NA,,,,,,,,,01.07.2021,"Prosthetic replacement arthroplasty or hemiarthroplasty of interphalangeal or metacarpophalangeal joint of hand, including any of the following (if performed): (a) ligament reconstruction; (b) ligament realignment; (c) synovectomy; (d) tendon transfer —2 joints of one hand (H) (Anaes.) (Assist.)
",,,NA,NA,528.30,NA,Y
46315,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,939.15,NA,,,,,,,,,01.07.2021,"Prosthetic replacement arthroplasty or hemiarthroplasty of interphalangeal or metacarpophalangeal joint of hand, including any of the following (if performed): (a) ligament reconstruction; (b) ligament realignment; (c) synovectomy; (d) tendon transfer —3 joints of one hand (H) (Anaes.) (Assist.)
",,,NA,NA,704.40,NA,Y
46318,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,1173.95,NA,,,,,,,,,01.07.2021,"Prosthetic replacement arthroplasty or hemiarthroplasty of interphalangeal or metacarpophalangeal joint of hand, including any of the following (if performed): (a) ligament reconstruction; (b) ligament realignment; (c) synovectomy; (d) tendon transfer —4 joints of one hand (H) (Anaes.) (Assist.)
",,,NA,NA,880.50,NA,Y
46321,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.07.2021,01.07.2021,1408.75,NA,,,,,,,,,01.07.2021,"Prosthetic replacement arthroplasty or hemiarthroplasty of interphalangeal or metacarpophalangeal joint of hand, including any of the following (if performed): (a) ligament reconstruction; (b) ligament realignment; (c) synovectomy; (d) tendon transfer; —5 joints of one hand (H) (Anaes.) (Assist.)
",,,NA,NA,1056.60,NA,Y
46322,,01.07.2021,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.07.2021,01.07.2021,821.80,NA,,,,,,,,,01.07.2021,"Revision of prosthetic replacement arthroplasty or hemiarthroplasty of interphalangeal or metacarpal joint of hand, including any of the following (if performed): (a) bone grafting; (b) ligament reconstruction; (c) ligament realignment; (d) synovectomy; (e) tendon or ligament reconstruction; (f) tendon transfer; —one joint (H) (Anaes.) (Assist.)
",,,NA,NA,616.35,NA,Y
46324,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,958.55,NA,,,,,,,,,01.07.2021,"Trapezium replacement arthroplasty or prosthetic interpositional replacement of carpometacarpal joint of thumb, including either or both of the following (if performed): (a) ligament and tendon transfers; (b) rebalancing procedures (H) (Anaes.) (Assist.)
",,,NA,NA,718.95,NA,Y
46325,,01.11.1994,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,958.55,NA,,,,,,,,,01.07.2021,"Excisional arthroplasty of carpometacarpal joint of thumb, with excision of adjacent trapezoid, including either or both of the following (if performed): (a) ligament and tendon transfers; (b) realignment procedures (H) (Anaes.) (Assist.)
",,,NA,NA,718.95,NA,Y
46330,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,360.10,NA,,,,,,,,,01.07.2021,"Ligamentous or capsular repair or reconstruction of interphalangeal or metacarpophalangeal joint of hand, including any of the following (if performed): (a) arthrotomy; (b) joint stabilisation; (c) synovectomy; —one joint (H) (Anaes.) (Assist.)
",,,NA,NA,270.10,NA,Y
46333,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.11.2004,01.07.2021,586.90,NA,,,,,,,,,01.07.2021,"Ligamentous or capsular repair or reconstruction of interphalangeal or metacarpophalangeal joint of hand with graft, using graft or implant, including any of the following (if performed): (a) arthrotomy; (b) harvest of graft; (c) joint stabilisation; (d) synovectomy; other than a service associated with a service to which item 48245, 48248, 48251, 48254 or 48257 apply—one joint (H) (Anaes.) (Assist.)
",,,NA,NA,440.20,NA,Y
46335,,01.07.2021,,3,T8,14,,S,N,,N,N,N,N,N,N,N,C,01.07.2021,01.07.2021,485.10,NA,,,,,,,,,01.07.2021,"Synovectomy of digital extensor tendons of hand, distal to wrist, for diagnosed inflammatory arthritis, including any of the following (if performed): (a) reconstruction of extensor retinaculum; (b) removal of tendon nodules; (c) tenolysis; (d) tenoplasty; other than a service associated with a service to which item 30023, 39331 or 39330 applies—applicable only once per occasion on which the service is performed (Anaes.) (Assist.)
",,,NA,NA,363.85,412.35,Y
46336,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,C,01.12.1991,01.07.2021,273.95,NA,,,,,,,,,01.07.2021,"Synovectomy of interphalangeal, metacarpophalangeal or carpometacarpal joint of hand, including any of the following (if performed): (a) capsulectomy; (b) debridement; (c) ligament or tendon realignment (or both); other than a service combined with a service to which item 46495 applies—one joint (Anaes.) (Assist.)
",,,NA,NA,205.50,232.90,Y
46339,,01.12.1991,,3,T8,14,,S,N,,N,N,N,N,N,N,N,A,01.07.2021,01.07.2021,485.10,NA,,,,,,,,,01.07.2021,"Synovectomy of digital flexor tendons at wrist level, for diagnosed inflammatory arthritis, including either or both of the following (if performed): (a) tenolysis; (b) release of median nerve and carpal tunnel; other than a service associated with a service to which item 30023, 39331 or 39330 applies—applicable only once per occasion on which the service is performed (H) (Anaes.) (Assist.)
",,,NA,NA,363.85,NA,Y
